,source_id,nombre,inicial,apellidos,especialidad,telefono #1,telefono #2,direccion,pueblo,estado,actualizacion
6942,001,LILLIANA,,SILVA FIGUEROA,MEDICINA GENERAL,787-843-3089,,CALLE BERTOLY 18,PONCE,PUERTO RICO,01/28/2024
6943,001,LOURDES,,VAZQUEZ OTERO,MEDICINA GENERAL,787-728-6093,,AVE PONCE DE LEON 1801 PARADA 26SUITE 101B SANTURCE MEDICAL MALL,SAN JUAN,PUERTO RICO,01/28/2024
6944,001,WILLIAM,,VEGA VIVAS,MEDICINA GENERAL,787-882-5534,,CARR 111 BO VICTORIA KM 0 1,AGUADILLA,PUERTO RICO,01/28/2024
6945,001,MARITZA,,MARTINEZ VARGAS,MEDICINA INTERNA,787-892-6060,,143 AVE UNIV INTERAMERICANA,SAN GERMAN,PUERTO RICO,01/28/2024
6947,001,ANGELO,,COPPOLA MUNOZ,MEDICINA DE FAMILIA,787-257-2040,787-701-4000,JARDINES DE CAROLINAA 28 CALLE C,CAROLINA,PUERTO RICO,01/28/2024
6948,001,FRANCISCO,,SUAREZ LOZADA,OTORRINOLARINGOLOGIA CIRUGIA PLASTICA CABEZA Y CUELLO,787-831-2888,,27 NELSON PEREA EDIF DOCTORS CENTER SUITE 102,MAYAGUEZ,PUERTO RICO,01/28/2024
6949,001,FELIX,,RIVERA BORGES,GASTROENTEROLOGIA,787-833-7685,787-833-7695,EDIF POST CENTER 60N OFIC 205 CARR RAMON E BETANCES,MAYAGUEZ,PUERTO RICO,01/28/2024
6950,001,FELIX,,RIVERA BORGES,GASTROENTEROLOGIA,787-254-2110,,SAN JOSE PLAZA OFIC 8 CARR 308 KM 0 3,CABO ROJO,PUERTO RICO,01/28/2024
6951,001,JOSE,,PEREZ VALENTIN,MEDICINA GENERAL,787-829-1617,,18 CALLE PROGRESO,ADJUNTAS,PUERTO RICO,01/28/2024
6952,001,GISELLE,,SUAREZ IRIZARRY,CIRUGIA GENERAL,787-892-1899,,AVE UNIV INTERAMERICANAOFICINA 112,SAN GERMAN,PUERTO RICO,01/28/2024
6953,001,GISELLE,,SUAREZ IRIZARRY,CIRUGIA GENERAL,787-851-5959,,CALLE CARBONELLOFICINA 63,CABO ROJO,PUERTO RICO,01/28/2024
6954,001,YANILLE,,BURGOS RIVERA,MEDICINA GENERAL,787-845-1193,,DRA YANILLIE B BURGOS RIVERACALLE GOSTOS 64 NORTE,GUAYAMA,PUERTO RICO,01/28/2024
6955,001,JORGE,,BAEZ TORRES,MEDICINA FISICA Y REHABILITACION,787-267-3933,,VIVALDI PACHECO NUM 33,YAUCO,PUERTO RICO,01/28/2024
6956,001,NICOLAS,,MALAGA PRADO,OBSTETRICIA Y GINECOLOGIA,787-735-8781,,EDIFICIO PROFESIONALMENONITA OFICINA 302,AIBONITO,PUERTO RICO,01/28/2024
6958,001,FERNANDO,,GARCIA RIVERA,CIRUGIA GENERAL,787-843-6815,,EDIFICIO FROYLAN HOSPITAL SAN LUCAS 1 OFICINA 204 CALLE GUADALUPE FINAL,PONCE,PUERTO RICO,01/28/2024
6959,001,RICARDO,,ROSARIO MENDOZA,CIRUGIA GENERAL,787-787-5151,,HOSPITAL UNIVERSITARIO RAMON RUIZ ARNAUSANTA JUANITA AVE LAUREL 100,BAYAMON,PUERTO RICO,01/28/2024
6960,001,JOSE,,TORO TORRES,MEDICINA GENERAL,787-732-7733,939-326-7385,DR JOSE A TORO TORRES 4CALLE RAFAEL LASA,AGUAS BUENAS,PUERTO RICO,01/28/2024
6961,001,EDWIN,,RODRIGUEZ RAMOS,MEDICINA GENERAL,787-734-5568,,OFICINA DR EDWIN RODRIGUEZ ROMAN39 CALLE BALDORIOTY,JUNCOS,PUERTO RICO,01/28/2024
6962,001,REINALDO,,ROSARIO GUARDIOLA,DERMATOLOGIA,787-765-2305,,EDIFICIO PLAZA EL AMALAVE JESUS T PINEIRO 282 SUITE 101,SAN JUAN,PUERTO RICO,01/28/2024
6963,001,REINALDO,,ROSARIO GUARDIOLA,DERMATOLOGIA,787-866-5093,,CALLE BALDORIOTY 7 ESTE,GUAYAMA,PUERTO RICO,01/28/2024
6964,001,ROBERTO,,GONZALEZ GONZALEZ,OTORRINOLARINGOLOGIA,787-844-5980,,URB CONTANCIA 2656 AVE BOULERAND,PONCE,PUERTO RICO,01/28/2024
6965,001,TOMAS,,RIVERA SIFONTES,MEDICINA GENERAL,787-868-9010,,CALLE LA PAZ 251,AGUADA,PUERTO RICO,01/28/2024
6966,001,JOSE,,COLON DUENO,MEDICINA FISICA Y REHABILITACION,787-850-1337,,FLOR GERENA SUR 8,HUMACAO,PUERTO RICO,01/28/2024
6967,001,JOSE,,COLON DUENO,MEDICINA FISICA Y REHABILITACION,787-535-1001,,HOSPITAL MENONITA DE CAYEYBO RINCON LOMAS 14 CALLE KM 72 9,CAYEY,PUERTO RICO,01/28/2024
6968,001,IRIS,,VELEZ GARCIA,OBSTETRICIA Y GINECOLOGIA,787-8439393,,MED CENTRO INCAVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
6969,001,IRIS,,VELEZ GARCIA,OBSTETRICIA Y GINECOLOGIA,787-8439393,,MED CENTRO INCAVE LUIS MUNOZ MARIN 138,COAMO,PUERTO RICO,01/28/2024
6970,001,JORGE,,CORDERO SOTO,CIRUGIA GENERAL,787-653-0550,,HOSPITAL MENONITA CAGUAS OFFICE D 100CARR 172 TURABO GARDENS,CAGUAS,PUERTO RICO,01/28/2024
6971,001,HUMBERTO,,RAMIREZ LORENZO,MEDICINA GENERAL,787-868-5021,,CALLE COLON #160,AGUADA,PUERTO RICO,01/28/2024
6972,001,ANA,,SUAREZ NIEVES,CIRUGIA GENERAL,787-798-3213,,EDIFICIO MEDICO HNAS DAVILAEXT VILLA RICA CALLE 2 J16 OFFICE 102,BAYAMON,PUERTO RICO,01/28/2024
6973,001,DIANA,,ROQUE OJEDA,OPTOMETRIA,787-989-0271,,OPTICA SEARS PLAZA DEL CARIBE AVE BY PASS 2050 SUITE 135,PONCE,PUERTO RICO,01/28/2024
6974,001,MANUEL,,MCKENZIE GARAY,OBSTETRICIA Y GINECOLOGIA,787-786-2230,,BAYAMON MEDICAL PLAZA #909 CARR #2 KM 11 3,BAYAMON,PUERTO RICO,01/28/2024
6975,001,MANUEL,,MCKENZIE GARAY,OBSTETRICIA Y GINECOLOGIA,787-720-5945,,CALLE CARAZO 63,GUAYNABO,PUERTO RICO,01/28/2024
6976,001,LUIS,,POUEYMIROU,OPTOMETRIA,787-989-0271,,OPTICA SEARS PLAZA DEL CARIBEAVE BY PASS 2050 SUITE 135,PONCE,PUERTO RICO,01/28/2024
6977,001,YOLANDA,,VARELA ROSA,MEDICINA GENERAL,787-868-6421,,CALLE COLON 111,AGUADA,PUERTO RICO,01/28/2024
6978,001,RENE,,FRANCESCHINI ORTIZ,DENTISTA,787-876-3888,,CALLE BETANCES #84 ALTOS,CANOVANAS,PUERTO RICO,01/28/2024
6979,001,CHARLES,,CUFF NEGRONI,CIRUGIA GENERAL,787-726-5359,,1826 FERNANDEZ JUNCOS AVE,SAN JUAN,PUERTO RICO,01/28/2024
6980,001,CHARLES,,CUFF NEGRONI,CIRUGIA GENERAL,787-758-2000,,GRUPO MULTIESPECIALISTA HAMAVE PONCE DE LEON #715 PARADA 37 5,SAN JUAN,PUERTO RICO,01/28/2024
6983,001,RICARDO,,RODRIGUEZ PERALES,DERMATOLOGIA,787-620-8999,787-749-9650,CITY VIEW PLAZA SUITE 321,GUAYNABO,PUERTO RICO,01/28/2024
6984,001,ORLANDO,,GONZALEZ MORALES,CIRUGIA GENERAL,787-854-7545,,CARR #2 KM 47 7 MANATI SUITE 201 202,MANATI,PUERTO RICO,01/28/2024
6985,001,JOSE,,ARSUAGA COLLAZO,OTORRINOLARINGOLOGIA,787-726-3030,787-726-3040,CALLE PROFESOR AUGUSTO RODRIGUEZ COND ASIA 1503 SUITE 501,SAN JUAN,PUERTO RICO,01/28/2024
6986,001,HECTOR,,SANTINI OLIVIERI,OTORRINOLARINGOLOGIA,787-259-4233,,PARRA MEDICAL PLAZA 2225 PONCE BY PASS SUITE 502,PONCE,PUERTO RICO,01/28/2024
6987,001,JUAN,,DIAZ TROCHE,CIRUGIA GENERAL,787-834-2520,787-834-2540,CALLE PABLO MAIZ 13BO BARCELONA,MAYAGUEZ,PUERTO RICO,01/28/2024
6988,001,JAIME,,DIAZ CORREA,DENTISTA,787-704-2325,,BETANCES 45,CAGUAS,PUERTO RICO,01/28/2024
6989,001,GUSTAVO,,MELERO GIGANTE,OTORRINOLARINGOLOGIA,787-706-1315,787-781-0644,TORRE HOSPITAL METROPOLITANO SUITE 309 CARR 21 #1789 LAS LOMAS,SAN JUAN,PUERTO RICO,01/28/2024
6990,001,GUSTAVO,,MELERO GIGANTE,OTORRINOLARINGOLOGIA,787-721-6380,787-721-6382,ASHFORD MEDICAL CENTER SUITE 805,SAN JUAN,PUERTO RICO,01/28/2024
6992,001,OSCAR,,BAEZ SORIA,NEUROLOGIA,787-807-5672,787-807-5672,CARR 2 KM 43 1,VEGA BAJA,PUERTO RICO,01/28/2024
6993,001,PEDRO,,REDONDO DIAZ,CARDIOLOGIA,787-764-6403,787-764-7473,TORRE AUXILIO MUTUOAVE PONCE DE LEON 735 SUITE 516,SAN JUAN,PUERTO RICO,01/28/2024
6994,001,PEDRO,,REDONDO DIAZ,CARDIOLOGIA,787-758-2000,,HOSPITAL AUXILIO MUTUOAVE PONCE DE LEON 715 PARADA 37 5,SAN JUAN,PUERTO RICO,01/28/2024
6995,001,ANGEL,,NAVEDO FRONTERAS,MEDICINA GENERAL,787-890-3235,,CALLE COMERCIO 785,AGUADILLA,PUERTO RICO,01/28/2024
6996,001,LISPOLDO,,ORAMA ALVAREZ,MEDICINA GENERAL,787-805-7550,,PLAZA YAGUEZMCKINLEY ST 114 SUITE 205,MAYAGUEZ,PUERTO RICO,01/28/2024
6997,001,NISISLAY,,RAMOS RODRIGUEZ,MEDICINA GENERAL,787-891-5592,,CALLE MUNOZ RIVERA #55,AGUADILLA,PUERTO RICO,01/28/2024
6998,001,NISISLAY,,RAMOS RODRIGUEZ,MEDICINA GENERAL,787-891-5592,,CALLE PROGRESO #4,AGUADILLA,PUERTO RICO,01/28/2024
6999,001,ANIBAL,,MORENO VELAZQUEZ,MEDICINA GENERAL,787-869-5900,,AVE LUIS MUNOZ MARINCARR 155 SECTOR EL DESVIO,OROCOVIS,PUERTO RICO,01/28/2024
7000,001,EVARISTO,,QUINONEZ RUIZ,MEDICINA GENERAL,787-868-4378,,BO PIEDRAS BLANCAS CARR 417 DESVIO SUR NATIVO ALERS,AGUADA,PUERTO RICO,01/28/2024
7001,001,HECTOR,,MARRERO LUNA,OBSTETRICIA Y GINECOLOGIA,787-825-3388,787-841-1949,13 WILLIE ROSARIO STE 2,COAMO,PUERTO RICO,01/28/2024
7002,001,MARIEDNA,,CINTRON FIGUEROA,DENTISTA,787-790-1781,,SUPER CENTRO LA MUDA CARR 20 KM 9 2,GUAYNABO,PUERTO RICO,01/28/2024
7003,001,MARIO,,VELEZ GONZALEZ,MEDICINA GENERAL,787-826-3666,,OFICINA DR MARIO VELEZ 5765 DE INFANTERIA,ANASCO,PUERTO RICO,01/28/2024
7004,001,MARIO,,VELEZ GONZALEZ,MEDICINA GENERAL,787-255-0200,,CALLE HOSTOS 47 ESQUINA BRAU EL CIBAO,CABO ROJO,PUERTO RICO,01/28/2024
7005,001,JOSE,,ALMODOVAR LABORDE,OTORRINOLARINGOLOGIA,787-892-3513,787-833-8393,SAN GERMAN MEDICAL PLAZA CARR # 2 KM 174 0 SUITE 207,SAN GERMAN,PUERTO RICO,01/28/2024
7006,001,JOSE,,ALMODOVAR LABORDE,OTORRINOLARINGOLOGIA,787-833-8393,,EDIFICIO MEDICO PROFESIONAL AVE CORAZONESOFICINA 208 Y 209,MAYAGUEZ,PUERTO RICO,01/28/2024
7007,001,PEDRO,,ROSADO VALENTIN,MEDICINA GENERAL,787-826-2021,,CALLE DAGUEY 52,ANASCO,PUERTO RICO,01/28/2024
7008,001,FERDINAND,,RIVERA ORTIZ,NEFROLOGIA,787-249-3291,,EDIFICIO METRO MEDICAL CENTERURB HERMANAS DAVILA TORRE B SUITE 701,BAYAMON,PUERTO RICO,01/28/2024
7009,001,JORGE,,CALDERON BETANCOURT,DENTISTA,787-739-9922,,AVENIDA EL JIBARO,CIDRA,PUERTO RICO,01/28/2024
7010,001,JULIO,,ORTIZ MCWILLIAMS,OTORRINOLARINGOLOGIA,787-656-2606,,FLOR GERENA #51,HUMACAO,PUERTO RICO,01/28/2024
7011,001,JULIO,,ORTIZ MCWILLIAMS,OTORRINOLARINGOLOGIA,787-961-0211,787-946-2008,HOSPITAL MENONITA DE CAGUAS CARR 172,CAGUAS,PUERTO RICO,01/28/2024
7012,001,JULIO,,ORTIZ MCWILLIAMS,OTORRINOLARINGOLOGIA PEDIATRICA,787-656-2606,,FLOR GERENA #51,HUMACAO,PUERTO RICO,01/28/2024
7013,001,JULIO,,ORTIZ MCWILLIAMS,OTORRINOLARINGOLOGIA PEDIATRICA,787-961-0211,787-946-2008,HOSPITAL MENONITA DE CAGUAS CARR 172,CAGUAS,PUERTO RICO,01/28/2024
7014,001,BENITO,,HERNANDEZ DIAZ,OBSTETRICIA Y GINECOLOGIA,787-740-0066,787-602-7950,EDIF MED HNAS DAVILA OFFICINE # 106 CALLE J ESQ B #16 HNAS DAVILA,BAYAMON,PUERTO RICO,01/28/2024
7015,001,LISBETH,,REYES MARTINEZ,MEDICINA GENERAL,787-288-0903,,CARR 174 BLOQUE 21 NUM 25SANTA ROSA,BAYAMON,PUERTO RICO,01/28/2024
7016,001,MIGDOEL,,VAZQUEZ DAVIS,MEDICINA GENERAL,787-839-4720,787-487-2501,JARDINES LAFAYETTE CALLE A C 1,ARROYO,PUERTO RICO,01/28/2024
7017,001,JOSE,,SANTIAGO TORRES,MEDICINA GENERAL,787-839-0404,,CALLE MORSE 120,ARROYO,PUERTO RICO,01/28/2024
7018,001,EDWIN,,SOLIS BAZAN,MEDICINA GENERAL,787-839-1845,,CONSULTORIO MEDICO SOLIS 20GENERAL BROOK 20,ARROYO,PUERTO RICO,01/28/2024
7019,001,CARLOS,,ROMAN FERRER,MEDICINA GENERAL,787-886-2570,,CARR 185 KM 5 H 5 BO CAMPO RICO,CANOVANAS,PUERTO RICO,01/28/2024
7020,001,REINALDO,,REYES DELFAUS,CIRUGIA GENERAL,787-738-8083,,HOSP MENONITA CAYEY EDIF PROFESIONAL OFIC #412 BO RINCON SEC LOMAS,CAYEY,PUERTO RICO,01/28/2024
7021,001,FRANCISCO,,BLANES MAYANS,CIRUGIA GENERAL,787-954-8000,,CALLE JULIO CINTRON #202 EDIF GUAYACAN,AIBONITO,PUERTO RICO,01/28/2024
7022,001,MARIE,,LUGO CRUZ,MEDICINA FISICA Y REHABILITACION,787-735-2445,,CALLE JOSE C VAZQUEZ,AIBONITO,PUERTO RICO,01/28/2024
7023,001,MARIE,,LUGO CRUZ,MEDICINA FISICA Y REHABILITACION,787-869-7427,,BO CEDRO ARRIBA,NARANJITO,PUERTO RICO,01/28/2024
7024,001,JOSE,,PIMENTEL FERNANDEZ,CIRUGIA GENERAL,787-864-4860,,CALLE BALDORIOTYESQUINA SAN ANTONIO 62 OESTE,GUAYAMA,PUERTO RICO,01/28/2024
7025,001,CARLOS,,CEDO ALZAMORA,OTORRINOLARINGOLOGIA,787-833-1113,787-831-2380,EDIFICIO LA PALMA APT 2F CALLE PERAL NUM 14,MAYAGUEZ,PUERTO RICO,01/28/2024
7026,001,EFRAIN,,NAZARIO CINTRON,CIRUGIA GENERAL,787-832-1710,,MEDICAL EMPORIUM II 349 AVE HOSTOS SUITE A 24,MAYAGUEZ,PUERTO RICO,01/28/2024
7027,001,GABRIEL,,RODRIGUEZ QUIJANO,OPTOMETRIA,787-895-6197,,CARR #2 KM 96 8 BO COCOS (ALTOS FARMACIA GLORIANA ),QUEBRADILLAS,PUERTO RICO,01/28/2024
7028,001,GIANCARLO,,LUIGI SANCHEZ,OTORRINOLARINGOLOGIA,787-882-2602,,162 AVE PEDRO ALBIZU CAMPOS SUITE 2,AGUADILLA,PUERTO RICO,01/28/2024
7029,001,FELIPE,,SANCHEZ GAETAN,CIRUGIA GENERAL,787-842-4280,787-842-9476,PARRA MEDICAL PLAZA SUITE 705PONCE BY PASS 2225,PONCE,PUERTO RICO,01/28/2024
7030,001,NILSA,,VIZCARRONDO ACOSTA,OBSTETRICIA Y GINECOLOGIA,787-839-4150,,CALLE MORSE ESQ VALENTINA 46,ARROYO,PUERTO RICO,01/28/2024
7031,001,LUIS,,CANETTI MIRABAL,CIRUGIA GENERAL,787-535-1001,,HOSPITAL MENONITA CAYEYBO RINCON CARR 14 OFIC 306,CAYEY,PUERTO RICO,01/28/2024
7032,001,LUIS,,CANETTI MIRABAL,CIRUGIA GENERAL,787-535-1001,,HOSPITAL MENONITA CAGUASURB TURABO GARDENS OFIC 112 CARR 172,CAGUAS,PUERTO RICO,01/28/2024
7033,001,EFRAIN,,VIDAL CABANAS,CIRUGIA GENERAL,787-832-5753,,VALLE HERMOSO ARRIBA CALLE TILO N 1,HORMIGUEROS,PUERTO RICO,01/28/2024
7034,001,JOSE,,RAMIREZ CAMACHO,OPTOMETRIA,787-892-6016,,46 AVENIDA UNIVERSIDAD INTERAMERICANASUITE 1,SAN GERMAN,PUERTO RICO,01/28/2024
7035,001,ENRIQUE,,FIGUEROA TORRES,CARDIOLOGIA,787-324-6764,,AVE PONCE DE LEON 1816,SAN JUAN,PUERTO RICO,01/28/2024
7036,001,ROSA,,GARCIA AMADOR,DENTISTA,787-851-5620,787-851-2365,CENTRO PROFESIONAL BORINQUEN OFICINA C 4,CABO ROJO,PUERTO RICO,01/28/2024
7037,001,JUAN,,VILA GONZALEZ,CARDIOLOGIA,787-726-7438,,CARDIO HEALTH 3018AVENIDA ISLA VERDE OFFICE SECOND FLOOR,CAROLINA,PUERTO RICO,01/28/2024
7038,001,JUAN,,VILA GONZALEZ,CARDIOLOGIA,787-726-7438,,CARDIO HEALTH BO MEMBRILLOCARRETERA 2 KM 94,CAMUY,PUERTO RICO,01/28/2024
7039,001,MARIA,,MARQUES SAAVEDRA,DENTISTA,787-600-0630,787-356-9111,AVE PONCE DE LEON 1202 SUITE 1,SAN JUAN,PUERTO RICO,01/28/2024
7040,001,HIRAM,,SOLER BERNARDINI,CIRUGIA GENERAL,787-812-5678,,EDIFICIO PARRA SUITE 609 PONCE BY PASS #2225,PONCE,PUERTO RICO,01/28/2024
7041,001,JORGE,,TORO BURGUETE,CIRUGIA GENERAL,787-840-8085,787-841-1949,EDIF PARRA STE 1001 2225 PONCE BY PASS,PONCE,PUERTO RICO,01/28/2024
7042,001,OVIDIO,,ARIZMENDI DIAZ,DENTISTA,787-737-7450,787-712-3546,SANTIAGO 53,GURABO,PUERTO RICO,01/28/2024
7043,001,LUIS,,RENTA ROSA,CARDIOLOGIA,787-726-7438,,CARDIO HEALTH 3018AVENIDA ISLA VERDE,CAROLINA,PUERTO RICO,01/28/2024
7044,001,LUIS,,RENTA ROSA,CARDIOLOGIA,787-956-0600,,CARDIO HEALTHBO MEMBRILLO CARR 2 KM 94,CAMUY,PUERTO RICO,01/28/2024
7045,001,JAIME,,ORTIZ ROSARIO,OTORRINOLARINGOLOGIA,787-844-5121,,TORRE MEDICA SAN CRISTOBAL SUITE 205 A,PONCE,PUERTO RICO,01/28/2024
7046,001,DIANA,,VALENTIN COLON,DERMATOLOGIA,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINA RCMREPARTO METROPOLITANO SHOPPING,SAN JUAN,PUERTO RICO,01/28/2024
7047,001,FELIX,,ROQUE VELAZQUEZ,CIRUGIA GENERAL,787-738-8083,787-535-1001,EDIFICIO PROFESIONAL CENTRO MEDICO MENONITA CAYEY SUITE 412,CAYEY,PUERTO RICO,01/28/2024
7048,001,MANUEL,,BADILLO COLLAZO,CIRUGIA ORTOPEDICA,787-933-3544,,CALLE BARCELO #44,UTUADO,PUERTO RICO,01/28/2024
7049,001,MANUEL,,BADILLO COLLAZO,CIRUGIA ORTOPEDICA,787-774-0692,,CARR 21 3S3 LAS LOMAS,SAN JUAN,PUERTO RICO,01/28/2024
7050,001,MANUEL,,BADILLO COLLAZO,CIRUGIA ORTOPEDICA,787-276-0692,,AVE FRAGOSO 4 ES 12 VILLA FONTANA,CAROLINA,PUERTO RICO,01/28/2024
7051,001,RAFAEL,,FERNANDEZ QUESADA,MEDICINA GENERAL,939-350-5959,,CARR 167 KM 9 8 BO DAJAOS,BAYAMON,PUERTO RICO,01/28/2024
7052,001,MAGALY,,FIGUEROA LUGO,OPTOMETRIA,787-856-1452,,MATTEI LLUBERAS #30 OFICINA 1A,YAUCO,PUERTO RICO,01/28/2024
7053,001,MAGALY,,FIGUEROA LUGO,OPTOMETRIA,787-826-6540,,ANASCO PLAZA BLDG B SUITE 6,ANASCO,PUERTO RICO,01/28/2024
7054,001,WILMER,,LUGO RAMIREZ,MEDICINA GENERAL,787-285-5558,,170 CALLE FONT MARTELLO,HUMACAO,PUERTO RICO,01/28/2024
7055,001,RAFAEL,,DEL VALLE TORRES,MEDICINA GENERAL,787-894-5919,,17 DR CUETO STREET,UTUADO,PUERTO RICO,01/28/2024
7056,001,DELVIS,,RAMIREZ LUGO,MEDICINA GENERAL,787-851-2167,787-692-1211,67 CARBONELL STREET,CABO ROJO,PUERTO RICO,01/28/2024
7057,001,GLADYS,,ORTIZ PAGAN,MEDICINA GENERAL,787-851-0165,,CALLE 44 RIOS RIVERA,CABO ROJO,PUERTO RICO,01/28/2024
7058,001,HERNAN,,VEGA MACHAL,MEDICINA GENERAL,787-851-5985,,CALLE MARIANO QUINONES 35 SUITE 2,CABO ROJO,PUERTO RICO,01/28/2024
7059,001,GERHART,,RAMIREZ SCHON,CIRUGIA GENERAL,787-884-9876,,TORRE MEDICA DR PEDRO BLANCO CARR 2 STE 207,MANATI,PUERTO RICO,01/28/2024
7060,001,JOSE,,RIVERA IRIZARRY,MEDICINA GENERAL,787-839-6775,,CALLE 25 GENERAL BROKE,ARROYO,PUERTO RICO,01/28/2024
7061,001,EDGARDO,,RONDA LEBRON,MEDICINA GENERAL,787-739-7311,,URB FERNANDEZCALLE CRUZ HADDOCK 17,CIDRA,PUERTO RICO,01/28/2024
7062,001,MARIO,,FIGUEROA DIEZ,CIRUGIA GENERAL,787-892-1899,,AVENIDA UNIVERSIDAD INTERAMERICANA 112,SAN GERMAN,PUERTO RICO,01/28/2024
7063,001,MARIO,,FIGUEROA DIEZ,CIRUGIA GENERAL,787-851-5959,,CALLE CARBONELL 63,CABO ROJO,PUERTO RICO,01/28/2024
7064,001,LIDIA,,GARIB GARCIA,MEDICINA FISICA Y REHABILITACION,787-860-1300,,410 GENERAL VALERO AVE SUITE 408,FAJARDO,PUERTO RICO,01/28/2024
7065,001,JOSE,,PASTRANA SIERRA,MEDICINA GENERAL,787-287-5015,,CALLE CARAZO 67,GUAYNABO,PUERTO RICO,01/28/2024
7066,001,ZACARIAS,,ALAMO MALDONADO,MEDICINA GENERAL,787-743-5330,,AVENIDA LUIS MUNOZ MARIN C 17 CAGUAX,CAGUAS,PUERTO RICO,01/28/2024
7067,001,ZACARIAS,,ALAMO MALDONADO,MEDICINA GENERAL,787-745-1077,,42 CALLE ACOSTA ESQ CELIS AGUILERA,CAGUAS,PUERTO RICO,01/28/2024
7068,001,RAMON,,SOTOMAYOR RAMIREZ,CIRUGIA GENERAL,787-961-4211,787-961-4212,HIMA PLAZA I SUITE 500,CAGUAS,PUERTO RICO,01/28/2024
7069,001,JUAN,,RAMIS SANCHEZ,MEDICINA FISICA Y REHABILITACION,787-544-6888,787-879-2949,CENTRO DE TERAPIA FISICA Y ATLETICA NUEVA VIDACARRETERA #2 KM 83 5 MARGINAL CARRIZALEZ SUITE 2,HATILLO,PUERTO RICO,01/28/2024
7070,001,JOSE,,ALEMAR ULLOA,OBSTETRICIA Y GINECOLOGIA,787-254-5009,,SAN JOSE PLAZA SUITE 104 AVE SANTOS SUITE 38,CABO ROJO,PUERTO RICO,01/28/2024
7071,001,VICTOR,,CARDONA MUNOZ,MEDICINA FISICA Y REHABILITACION,787-728-6212,,PAVIA MEDICAL PLAZA 1 SUITE 206 CALLE MANUEL PAVIA #611,SAN JUAN,PUERTO RICO,01/28/2024
7072,001,VICTOR,,CARDONA MUNOZ,MEDICINA FISICA Y REHABILITACION,787-883-3939,,BO ESPINOSA CALLE CANDELARIA 16ACARR 2 KM 29 6,VEGA ALTA,PUERTO RICO,01/28/2024
7073,001,BOLIVAR,,GARCIA VAZQUEZ,DENTISTA,787-787-2237,,GALERIA MEDICA SUITE 202CALLE STA CRUZ # 64,BAYAMON,PUERTO RICO,01/28/2024
7074,001,MARIA,,PIETRI RODRIGUEZ,MEDICINA FISICA Y REHABILITACION,787-714-0510,,URBANIZACION FERNANDEZ #4 AVENIDA JOHN F KENNEDY,CIDRA,PUERTO RICO,01/28/2024
7075,001,VERONICA,,MEZA VENENCIA,NEFROLOGIA,787-771-7575,787-771-7416,CENTRO DE TRANSPLANTE AUXILIO MUTUOAVE PONCE DE LEON 715 PDA 37 5,SAN JUAN,PUERTO RICO,01/28/2024
7076,001,WILFRED,,WEBSTER DENIZARD,OBSTETRICIA Y GINECOLOGIA,787-852-3365,787-391-0229,AVE PADRE RIVERA #51,HUMACAO,PUERTO RICO,01/28/2024
7077,001,HERIBERTO,,SANCHEZ GUZMAN,CIRUGIA GENERAL,787-264-4905,,CARR 2 KM 174 3CAMINO PIN QUINONES,SAN GERMAN,PUERTO RICO,01/28/2024
7078,001,FREDDIE,,VELAZQUEZ FELICIANO,CIRUGIA GENERAL,787-638-0808,,AVE MUNOZ MARIN #3,HUMACAO,PUERTO RICO,01/28/2024
7079,001,JOSE,,AMY SANCHEZ,MEDICINA FISICA Y REHABILITACION,787-798-3967,787-740-0444,SANTA ROSA MALL SUITE 218,BAYAMON,PUERTO RICO,01/28/2024
7080,001,GUSTAVO,,MARTINEZ RAMOS,DENTISTA,787-854-7728,,BETANCES 5,MANATI,PUERTO RICO,01/28/2024
7081,001,GRISSELLE,,PEREZ SANTIAGO,MEDICINA FISICA Y REHABILITACION,787-775-2685,,TORRE METROPOLITANO STE 405LAS LOMAS1789,SAN JUAN,PUERTO RICO,01/28/2024
7082,001,GRISSELLE,,PEREZ SANTIAGO,MEDICINA FISICA Y REHABILITACION,787-787-3838,,EDIF MED HNAS DAVILA STE 110HERMANAS DAVILA CALLE J ESQ B,BAYAMON,PUERTO RICO,01/28/2024
7083,001,JEAMARIE,,PASCUAL MARRERO,OTORRINOLARINGOLOGIA,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING AVE AMERICO MIRANDA,SAN JUAN,PUERTO RICO,01/28/2024
7084,001,OMAR,,GONZALEZ YANES,OTORRINOLARINGOLOGIA,787-766-1900,787-766-1902,735 AVE PONCE DE LEON TORRE AUXILIO MUTUO SUITE 214,SAN JUAN,PUERTO RICO,01/28/2024
7085,001,NATALIO,,IZQUIERDO ENCARNACION,OFTALMOLOGIA,787-767-8872,,TORRE SAN FRANCISCO STE 310AVE DE DIEGO 369,SAN JUAN,PUERTO RICO,01/28/2024
7086,001,FELIX,,AGOSTO REYES,DENTISTA,787-739-5959,787-390-1920,CALLE PRAXEDES SANTIAGO #5,CIDRA,PUERTO RICO,01/28/2024
